"""","ソフトウェア業_事業所数","ソフトウェア業_従業者数_人","ソフトウェア業_年間売上高_百万円","情報処理・提供サービス業_事業所数","情報処理・提供サービス業_従業者数_人","情報処理・提供サービス業_年間売上高_百万円","インターネット附随サービス業_事業所数","インターネット附随サービス業_従業者数_人","インターネット附随サービス業_年間売上高_百万円","各種物品賃貸業_事業所数","各種物品賃貸業_従業者数_人","各種物品賃貸業_年間売上高_百万円","産業用機械器具賃貸業_事業所数","産業用機械器具賃貸業_従業者数_人","産業用機械器具賃貸業_年間売上高_百万円","事務用機械器具賃貸業_事業所数","事務用機械器具賃貸業_従業者数_人","事務用機械器具賃貸業_年間売上高_百万円","自動車賃貸業_事業所数","自動車賃貸業_従業者数_人","自動車賃貸業_年間売上高_百万円","スポーツ・娯楽用品賃貸業_事業所数","スポーツ・娯楽用品賃貸業_従業者数_人","スポーツ・娯楽用品賃貸業_年間売上高_百万円","その他の物品賃貸業_事業所数","その他の物品賃貸業_従業者数_人","その他の物品賃貸業_年間売上高_百万円","広告業_事業所数","広告業_従業者数_人","広告業_年間売上高_百万円","計量証明業_事業所数","計量証明業_従業者数_人","計量証明業_年間売上高_百万円","機械修理業_事業所数","機械修理業_従業者数_人","機械修理業_年間売上高_百万円","電気機械器具修理業_事業所数","電気機械器具修理業_従業者数_人","電気機械器具修理業_年間売上高_百万円","冠婚葬祭業_事業所数","冠婚葬祭業_従業者数_人","冠婚葬祭業_年間売上高_百万円","学習塾_事業所数","学習塾_従業者数_人","学習塾_年間売上高_百万円","デザイン業_事業所数","デザイン業_従業者数_人","デザイン業_年間売上高_百万円","機械設計業_事業所数","機械設計業_従業者数_人","機械設計業_年間売上高_百万円"
"平成26年(2014年)","44.0","654.0","7068.0","67.0","1162.0","12889.0","6.0","18.0","139.0","2.0","16.0","x","70.0","432.0","14215.0","2.0","2.0","x","34.0","185.0","3123.0","1.0","4.0","x","72.0","383.0","5062.0","32.0","232.0","7164.0","3.0","200.0","2818.0","59.0","295.0","4634.0","62.0","528.0","5080.0","114.0","1294.0","22882.0","613.0","2071.0","5489.0","31.0","135.0","1095.0","14.0","282.0","5119.0"
